,Review text,Ratings
1899,Very niceREAD MORE,5
1900,Original qualityREAD MORE,4
1901,It's  awesomeREAD MORE,5
1902,This product is very goodREAD MORE,5
1903,Best for bigineersREAD MORE,5
1904,Very nice 👍👍READ MORE,5
1905,Longlasting unlike other shuttleREAD MORE,5
1906,Nice productREAD MORE,5
1907,Shuttle broken within one day worst productREAD MORE,1
1908,ExcellentREAD MORE,5
1909,Mavis 350 is the best shuttle I've ever played withREAD MORE,5
1910,Fabulous product everREAD MORE,5
1911,Very nice product 👍👍READ MORE,5
1912,Nice product💯💯👍👍READ MORE,5
1913,Not good qualityREAD MORE,1
1914,"Kudos on the delivery, quick and well packaged. Product is great.READ MORE",5
1915,GoodREAD MORE,5
1916,Good product.READ MORE,5
1917,Nice productREAD MORE,5
1918,Perfect for PlayREAD MORE,4
1919,Excellent shuttles as alwaysREAD MORE,5
1920,Very nice original and genuine products supplied by flipkartREAD MORE,5
1921,bad qualityREAD MORE,1
1922,Good shuttleREAD MORE,4
1923,Value for moneyREAD MORE,5
1924,A good and orginal product. Thanks FlipKart.READ MORE,5
1925,Quality is nice but not that great.READ MORE,4
1926,Satisfactory only...READ MORE,4
1927,Very goodREAD MORE,5
1928,Nice shuttle our team played well by using this and the negative point is in outdoors some what the shuttle lose stabilityREAD MORE,4
1929,Good and fast delivery superREAD MORE,5
1930,Good ARN link retailers product is googREAD MORE,5
1931,Worth for moneyREAD MORE,5
1932,Best shuttlesREAD MORE,5
1933,"Perfect shuttles for Indoor. Lasts long, good in quality.READ MORE",5
1934,Very nice productREAD MORE,5
1935,NiceREAD MORE,5
1936,No goodREAD MORE,2
1937,Nice shuttlesREAD MORE,5
1938,Original good qualityREAD MORE,5
1939,Nice productREAD MORE,5
1940,superBREAD MORE,5
1941,DelightedREAD MORE,5
1942,Very fast delivery...And very good quality of shuttles....READ MORE,5
1943,Nice productREAD MORE,4
1944,NiceREAD MORE,5
1945,GoodREAD MORE,5
1946,"Nice product, good quality but price is little highREAD MORE",4
1947,Shuttle was okREAD MORE,2
1948,"Disappointed , only one shuttle was proper rest all are swinging..READ MORE",1
1949,OkREAD MORE,2
1950,Good quality shuttes👍👍READ MORE,5
1951,Very badREAD MORE,1
1952,Same originalREAD MORE,5
1953,NiceREAD MORE,4
1954,Nice superREAD MORE,5
1955,Best quality product thanks for FlipkartREAD MORE,5
1956,GoodREAD MORE,4
1957,OriginalREAD MORE,4
1958,Lasting in our smash 😄😄💪💪READ MORE,5
1959,NiceREAD MORE,4
1960,very poor productREAD MORE,2
1961,Very high price compare to other products.  Better to buy similar product on li-ning for lower priceREAD MORE,4
1962,Very good qualityREAD MORE,4
1963,Genuine productREAD MORE,5
1964,Awesome 👍👍👍👍👍😎READ MORE,5
1965,it's fast devery  thanks to flipkartREAD MORE,5
1966,SupperREAD MORE,4
1967,Very goodREAD MORE,5
1968,"Quality is very good , price is too high .. Excellent quality and reliable tooREAD MORE",4
1969,GoodREAD MORE,4
1970,NiceREAD MORE,4
1971,WowREAD MORE,5
1972,Nice and real shuttle of yonexREAD MORE,5
1973,GoodREAD MORE,4
1974,rely tq flpcartREAD MORE,5
1975,OriginalREAD MORE,5
1976,Got original and cheaper than in local marketREAD MORE,5
1977,Super quality productREAD MORE,5
1978,Its Ok good productREAD MORE,5
1979,GoodREAD MORE,5
1980,ExcellentREAD MORE,4
1981,SooperREAD MORE,5
1982,Amazing offer for genuine productsREAD MORE,5
1983,Better than all other brands in this segment.READ MORE,5
1984,Very good quality thanks flipkartREAD MORE,5
1985,super product I love itREAD MORE,4
1986,Good itemsREAD MORE,5
1987,Excellent...maREAD MORE,5
1988,Fastest ever delivery ever recieved.. ordered yesterday and received today. Thanks to Flipkart.. genuine product..READ MORE,5
1989,This shuttle give nice control.READ MORE,5
1990,Nice productREAD MORE,5
1991,GoodREAD MORE,4
1992,Nice....READ MORE,5
1993,GoodREAD MORE,5
1994,"Actually this previous shuttles good,but this time bottom is damaged fast.READ MORE",5
1995,Value for moneyREAD MORE,4
1996,Awesome productREAD MORE,5
1997,Very good🔥READ MORE,5
1998,SuperREAD MORE,4
1999,Good product and reasonable priceREAD MORE,5
2000,SuperREAD MORE,4
2001,Cork is very bad qualityREAD MORE,3
2002,Was an excellent purchase.. does its job perfectly.. the only problem we felt was the flying speed was little less compared with  Mavis 350 shuttle we purchased from out side.. ilREAD MORE,4
2003,It's looking second qualityREAD MORE,2
2004,Nice shuttlesREAD MORE,5
2005,Good quality satisfied for what I paidREAD MORE,5
2006,Using this product Racquet broken fastREAD MORE,3
2007,GoodREAD MORE,4
2008,Nice productREAD MORE,5
2009,reached on time goodREAD MORE,4
2010,AverageREAD MORE,3
2011,GoodREAD MORE,3
2012,Worth for money nice productREAD MORE,5
2013,NiceREAD MORE,5
2014,SatisfiedREAD MORE,5
2015,Good productREAD MORE,5
2016,product is lower quality for compare to previous lock down  productREAD MORE,3
2017,Awesome product....best quality...🤩🤩🤩READ MORE,5
2018,Delivered very fast and the product was very high qualityREAD MORE,5
2019,Good one recievedREAD MORE,5
2020,Good product but now price is highREAD MORE,5
2021,Worth of priceREAD MORE,5
2022,Nice product.READ MORE,5
2023,Super super niceREAD MORE,4
2024,"The product is a bit costly. But, it's not a regular shuttle. Being new to this sport, I didn't have a clear idea whether it'll last longer or not. I had to experiment and as of now I can assure you that it's the best quality you can get at this price point. Go for it. The whole box will last you more than a month if you are a regular player.READ MORE",5
2025,Nice and very durableREAD MORE,5
2026,Original product.I love it.READ MORE,5
2027,GoodREAD MORE,5
2028,Just okREAD MORE,3
2029,OkayREAD MORE,3
2030,FantasticREAD MORE,5
2031,goodREAD MORE,3
2032,Some shttles are not good quality. Doesn't look authentic as local markets shuttles are much better and durable.READ MORE,3
2033,GoodREAD MORE,5
2034,Original product if you are intermediate then it is good for youREAD MORE,5
2035,Super it's good for playingREAD MORE,5
2036,"Excellent,original quality,fast delivery even in this situation,tq fkmlipcartREAD MORE",5
2037,Worth............READ MORE,5
2038,Good ProductREAD MORE,5
2039,Nice durableREAD MORE,5
2040,Good qualityREAD MORE,5
2041,GoodREAD MORE,5
2042,Very gud shuttle 👍🏻READ MORE,5
2043,Good qualityREAD MORE,5
2044,"In such pandemic time this product yonex MAVIS 350 is not easy to find in sports stores , and they demand more than 200+ for single piece so please buy this product i got it for 900 price and quality are good go for itREAD MORE",5
2045,Great product 👌READ MORE,4
2046,Thanks flipcartREAD MORE,5
2047,GoodREAD MORE,5
2048,Value for moneyREAD MORE,5
2049,good qualtyREAD MORE,4
2050,GoodREAD MORE,4
2051,goodREAD MORE,5
2052,just awesomeREAD MORE,5
2053,Original product from yonexREAD MORE,5
2054,GoodREAD MORE,4
2055,Nice quality brilliant good conditionREAD MORE,5
2056,GoodREAD MORE,5
2057,Good productREAD MORE,5
2058,Nice productREAD MORE,5
2059,WowREAD MORE,5
2060,Good delivery service and product also awesomeREAD MORE,4
2061,NiceREAD MORE,5
2062,best!READ MORE,5
2063,Very good productREAD MORE,4
2064,Only 4 shuttles are good.. two are waste of money..READ MORE,3
2065,"Yah, not bad.... better for shuttle players who r in beginners not for extraordinary players...READ MORE",3
2066,Checked code with Yonex sunrise India...found the product to be genuine.... Quick & decent delivery serviceREAD MORE,5
2067,Nice shuttles..... Mavis 350 are very good shuttles. But Little costly.... But no problem . Can be better than mavis 10......worthy.READ MORE,5
2068,GoodREAD MORE,4
2069,GoodREAD MORE,5
2070,The product is good and price worthy.READ MORE,4
2071,Good professional productREAD MORE,5
2072,GoodREAD MORE,5
2073,NiceREAD MORE,5
2074,Super shuttle..READ MORE,5
2075,Good quality like purchased in sports centerREAD MORE,5
2076,Jst AwesomeREAD MORE,5
2077,SupperREAD MORE,4
2078,Super productREAD MORE,5
2079,Nice productREAD MORE,4
2080,Super and durable for our shotsREAD MORE,5
2081,Good productREAD MORE,5
2082,Good productREAD MORE,5
2083,Soon brokenREAD MORE,5
2084,Get in time.READ MORE,1
2085,fast delivery during corona pandemic is something unbelievable.READ MORE,5
2086,GoodREAD MORE,4
2087,The product is too goodREAD MORE,5
2088,Very good👍👍READ MORE,4
2089,Good and original Yonex shuttle..READ MORE,5
2090,GoodREAD MORE,5
2091,Nice product and fast deliveryREAD MORE,5
2092,NicREAD MORE,4
2093,Good onesREAD MORE,5
2094,SuperREAD MORE,5
2095,NiceREAD MORE,4
2096,Best nylon shuttle for outdoor and indoor..READ MORE,5
2097,Normal items not for QualityREAD MORE,3
2098,Good productREAD MORE,4
2099,Perfect 3day usage of each one.Worth purchase 👌👍😊READ MORE,5
2100,GoodREAD MORE,5
2101,Very nice and durableREAD MORE,4
2102,Very worth it product and value for moneyREAD MORE,5
2103,The quality is too goodREAD MORE,5
2104,It's perfectly pure on qualityREAD MORE,5
2105,Go for itREAD MORE,5
2106,Nice pack... Go for it... Value for money...  Thnks flipkart..READ MORE,5
2107,Fast delivery best qualityREAD MORE,1
2108,thank you flipkart for a quality product and standard delivery...READ MORE,5
2109,Quality doesn't missed anywhereREAD MORE,5
2110,Good productREAD MORE,5
2111,thisbis very good product but price is to much price will be 800READ MORE,5
2112,classic chumma chiseledREAD MORE,5
2113,Excellent productREAD MORE,5
2114,Good productREAD MORE,5
2115,NiceREAD MORE,5
2116,Quality goodREAD MORE,5
2117,GoodREAD MORE,4
2118,Product was too bad and quality not good as expected.. Earlier we bought same product and used each shuttle for a week.. This product not sure why it got damaged with in a day.. please check and do the needful ASAPREAD MORE,1
2119,GoodREAD MORE,3
2120,"Quality of product is not good, cork broken only within one hours.READ MORE",3
2121,goodREAD MORE,5
2122,Very goodREAD MORE,5
2123,NiceREAD MORE,5
2124,NiceREAD MORE,5
2125,"No shuttlecocks can compete this one, in terms of flight, durability, exactness, well balanced!READ MORE",5
2126,very good productREAD MORE,5
2127,Firstly  Yonex is best company  for badminton and this shuttle is better than Yonex 250READ MORE,5
2128,GoodREAD MORE,3
2129,"Very good product,thank you flipkartREAD MORE",5
2130,UnbeatableREAD MORE,4
2131,Timed delivery. SatisfyingREAD MORE,4
2132,This is very niceREAD MORE,5
2133,"If Price would be around 850, then it's betterREAD MORE",4
2134,Not niceREAD MORE,3
2135,SatisfiedREAD MORE,5
2136,Ok fineREAD MORE,5
2137,Not so good in terms of durabilityREAD MORE,3
2138,Very good qualityREAD MORE,5
2139,Nice shuttles. Played 9 games so far without baby damage to the shuttles. It will last another 8-9 gamesREAD MORE,5
2140,Nice productREAD MORE,5
2141,I am well satisfied.I am very greatful to flipkart.Hope that in future order also you will deliver me the right goods.ThankuREAD MORE,5
2142,Good qualityREAD MORE,5
2143,GoodREAD MORE,5
2144,Its original product. You are not going to waste your money. Feel free to buy 😄.READ MORE,5
2145,SuperREAD MORE,4
2146,Best in seeREAD MORE,5
2147,2 shuttles missingREAD MORE,1
2148,Nice productsREAD MORE,5
2149,Good productREAD MORE,5
2150,Quality - excellentREAD MORE,5
2151,PerfectREAD MORE,5
2152,Nyc productREAD MORE,5
2153,"Nothing much to tellAlways best product for badminton ,READ MORE",1
2154,GoodREAD MORE,5
2155,Products are good qualityREAD MORE,5
2156,Nice productREAD MORE,5
2157,The quality of the shuttle wasn't upto the mark and also it started deteriorating after 3-4 matches onlyREAD MORE,3
2158,Awesome!READ MORE,5
2159,GoodREAD MORE,5
2160,ORGREAD MORE,4
2161,NiceREAD MORE,4
2162,I was so happy 😁😁.It is very good product in Yonex Mavis 350 nylon shuttle.READ MORE,5
2163,CoolREAD MORE,5
2164,GreatREAD MORE,5
2165,Satisfied....READ MORE,5
2166,NiceREAD MORE,5
2167,Good shuttle for defensive play Better for intermediate playersBeginner is mavis 10 bestREAD MORE,5
2168,NiceREAD MORE,5
2169,Although genuine product but durability is very lessREAD MORE,4
2170,nice product and durableREAD MORE,5
2171,Nice product but delivery is very delayREAD MORE,5
2172,Genuine product 👍READ MORE,5
2173,It is a waste product and I suggest the people to not bay from FlipkartREAD MORE,1
2174,Used productsREAD MORE,1
2175,Durability is not good as expected. It usually last for 4-5daysREAD MORE,3
2176,Good and best productREAD MORE,5
2177,GoodREAD MORE,5
2178,Worst experience with this purchaseREAD MORE,1
2179,GoodREAD MORE,3
2180,Long lastingREAD MORE,4
2181,Super...READ MORE,5
2182,Good qualityREAD MORE,5
2183,SupperREAD MORE,5
2184,Very nice product....READ MORE,5
2185,AwesomeREAD MORE,5
2186,Good product But price is on higher sideREAD MORE,5
2187,GoodREAD MORE,5
2188,Good one... On problem for  20 to 30 days..READ MORE,5
2189,Nice qualityREAD MORE,5
2190,SuperREAD MORE,5
2191,Best durability little slow but similar flight as feather shuttle tournament grade.READ MORE,5
2192,As usual . Awesome and best among all the shuttles brands.READ MORE,5
2193,SUPPERBREAD MORE,5
2194,Excellent productREAD MORE,5
2195,NiceREAD MORE,5
2196,AwsmREAD MORE,5
2197,NiceREAD MORE,5
2198,Great QualityREAD MORE,4
2199,GoodREAD MORE,4
2200,Nice productSafe deliveryREAD MORE,5
2201,Excellent productREAD MORE,5
2202,Very goodREAD MORE,5
2203,GoodREAD MORE,4
2204,OkREAD MORE,3
2205,Nice oneREAD MORE,4
2206,This quality goodREAD MORE,3
2207,"Original product I got, happy with deliveryREAD MORE",5
2208,So good 👍 service also nice 👌READ MORE,5
2209,Generally it's base broke in some of the shuttleREAD MORE,3
2210,GoodREAD MORE,5
2211,Original shuttle. Great experienceREAD MORE,5
2212,Some of the items not good qualityREAD MORE,3
2213,Very goodREAD MORE,5
2214,Good oneREAD MORE,5
2215,Nice 👍READ MORE,4
2216,GoodREAD MORE,5
2217,Very fineREAD MORE,5
2218,ExcellentREAD MORE,5
2219,ExcellentREAD MORE,5
2220,Original product.. very good qualityREAD MORE,5
2221,The shuttle are good.... If u play normally it can last for more than week.... But since I mostly smash and have usually serious play.... So lasting for 3-4 days........... Would say go for itREAD MORE,3
2222,Nice service and very fast delivery and appropriate item not like other on line storesREAD MORE,5
2223,Good 👍READ MORE,5
2224,Inside the shuttle was of local brand and was abysmal in quality.READ MORE,1
2225,GoodREAD MORE,4
2226,Must buyREAD MORE,5
2227,Thanks🙏 nice👍READ MORE,5
2228,SuperREAD MORE,5
2229,Best shuttlecock for playing indoor as well as you can use for outdoor gaming.READ MORE,4
2230,It is good productREAD MORE,5
2231,GoodREAD MORE,4
2232,Good productREAD MORE,5
2233,Best qualityREAD MORE,5
2234,Great dealREAD MORE,5
2235,Got the genuine yonex productREAD MORE,5
2236,Good quality as expected.READ MORE,5
2237,goodREAD MORE,5
2238,Nice product advance deliveryREAD MORE,5
2239,SuperREAD MORE,5
2240,SuperREAD MORE,4
2241,Good qualityREAD MORE,5
2242,Super shuttle......very strong and slowREAD MORE,5
2243,GoodREAD MORE,4
2244,LovedREAD MORE,5
2245,NiceREAD MORE,5
2246,Grt . ButPrice is increasing day by day .READ MORE,5
2247,"Excellent product, worth for moneyREAD MORE",5
2248,Go for it. Very good quality.READ MORE,5
2249,Good quality 👌READ MORE,5
2250,Good qualityREAD MORE,5
2251,Good.... Bt the price was somewhat more than that of market priceREAD MORE,5
2252,NiceREAD MORE,5
2253,very good 😍😍READ MORE,5
2254,Nice oneREAD MORE,5
2255,Super product.. Plastic seal brokenREAD MORE,5
2256,Good quality product but price has been increased a little bitREAD MORE,5
2257,Great qualityREAD MORE,5
2258,Yonex 350 coack is very good for badmintonREAD MORE,5
2259,GoodREAD MORE,5
2260,Mavis 350  good productREAD MORE,5
2261,NiceREAD MORE,5
2262,A lil bit costly but DurableREAD MORE,4
2263,GoodREAD MORE,5
2264,2 shuttles are damaged otherwise it's okay...READ MORE,3
2265,PowerREAD MORE,1
2266,Best for shuttleREAD MORE,5
2267,AvarageREAD MORE,5
2268,Best product..READ MORE,5
